Contour,Path Length,
UID_26_3_3_all-4,665.331,
UID_26_3_4_all-2,558.569,
UID_26_3_5_all-5,566.971,
UID_26_3_6_all-5,572.66,
UID_26_30_1_all-3,573.176,
UID_26_30_2_all-11,575.758,
UID_26_30_3_all-12,580.879,
UID_26_30_4_all-7,602.395,
UID_26_30_5_all-8,604.313,
UID_26_30_6_all-8,622.866,
UID_26_30_7_all-14,624.091,
UID_26_30_8_all-15,641.729,
UID_26_31_1_all-8,619.699,
UID_26_31_2_all-8,568.958,
UID_26_31_3_all-14,590.358,
UID_26_31_4_all-15,634.296,
UID_26_31_5_all-25,737.79,
UID_26_32_1_all-32,814.55,
UID_26_32_2_all-12,368.06,
UID_26_32_3_all-14,575.194,
UID_26_32_4_all-11,981.654,
UID_26_32_5_all-3,865.202,
UID_26_32_6_all-16,616.547,
UID_26_32_7_all-25,593.102,
UID_26_33_1_all-4,569.436,
UID_26_33_2_all-6,662.012,
UID_26_34_1_all-4,578.519,
UID_26_34_2_all-17,715.237,
UID_26_34_3_all-12,585.091,
UID_26_35_1_all-10,621.131,
UID_26_35_2_all-17,631.727,
UID_26_35_3_all-18,615.468,
UID_26_35_4_all-12,590.319,
UID_26_35_5_all-28,613.335,
UID_26_36_1_all-12,604.177,
UID_26_36_2_all,999.739,
UID_26_36_3_all-11,618.45,
UID_26_36_4_all-26,609.772,
UID_26_36_5_all-3,577.132,
UID_26_4_1_all-17,687.156,
UID_26_4_2_all-20,666.559,
UID_26_4_3_all-8,596.244,
UID_26_4_4_all-8,741.929,
UID_26_4_5_all-2,921.959,
UID_26_4_6_all-10,601.541,
UID_26_4_7_all-23,673.937,
UID_26_4_8_all-27,743.809,
UID_26_4_9_all-3,564.475,
UID_26_5_1_all-17,678.809,
UID_26_5_2_all-3,582.022,
UID_26_5_3_all-8,725.301,
UID_26_5_4_all-3,583.898,
UID_26_5_5_all-7,650.337,
UID_26_5_6_all-10,632.359,
UID_26_6_1_all-3,972.91,
UID_26_6_2_all-3,950.623,
UID_26_6_3_all-2,625.841,
UID_26_6_4_all,895.129,
UID_26_6_5_all-14,680.304,
UID_26_6_6_all-19,707.311,
UID_26_6_7_all-6,644.493,
UID_26_6_8_all-33,868.429,
UID_26_6_9_all-20,652.911,
UID_26_7_1_all-17,689.387,
UID_26_7_2_all-9,748.756,
UID_26_7_3_all-4,1081.82,
UID_26_8_1_all-18,1614.23,
UID_26_8_2_all-7,949.578,
UID_26_8_3_all-22,763.952,
UID_26_9_1_all-19,1232.58,
UID_26_9_2_all-10,587.023,
UID_26_9_3_all-21,1084.69,
UID_26_9_4_all-24,1511.77,
UID_28_1_1_all-2,500.788,
UID_28_1_2_all-8,633.915,
UID_28_10_1_all-29,703.983,
UID_28_10_2_all-20,696.933,
UID_28_10_3_all-24,685.201,
UID_28_10_4_all-7,559.165,
UID_28_10_5_all-19,604.213,
UID_28_10_6_all-12,602.083,
UID_28_10_7_all-3,607.42,
UID_28_12_1_all-2,539.587,
UID_28_13_1_all-6,626.737,
UID_28_14_1_all-3,528.806,
UID_28_15_1_all-18,661.373,
UID_28_15_2_all-16,710.408,
UID_28_15_3_all-15,654.549,
UID_28_16_1_all-10,1051.75,
UID_28_17_1_all-19,559.397,
UID_28_2_1_all-16,691.463,
UID_28_2_2_all-2,534.152,
UID_28_2_3_all-5,603.546,
UID_28_2_4_all-20,627.758,
UID_28_2_5_all-14,581.13,
UID_28_2_6_all-19,618.156,
UID_28_20_1_all-2,626.189,
UID_28_20_2_all-19,798.244,
UID_28_21_1_all-21,759.687,
UID_28_21_2_all-2,595.137,
UID_28_23_1_all-3,724.173,
UID_28_23_2_all-18,747.719,
UID_28_23_3_all-18,727.304,
UID_28_24_1_all-17,650.671,
UID_28_24_2_all-3,664.161,
UID_28_25_1_all-17,690.027,
UID_28_25_2_all-48,686.725,
UID_28_27_1_all-2,665.262,
UID_28_27_2_all-9,634.13,
UID_28_28_1_all-5,690.37,
UID_28_28_2_all-7,671.047,
UID_28_29_1_all-3,628.192,
UID_28_29_2_all-2,605.647,
UID_28_29_3_all-17,674.318,
UID_28_29_4_all-5,611.183,
UID_28_3_1_all-4,612.292,
UID_28_3_2_all-6,541.259,
UID_28_3_3_all-11,586.897,
UID_28_3_4_all-19,640.752,
UID_28_30_1_all-30,698.87,
UID_28_31_1_all-7,702.25,
UID_28_31_2_all-18,630.573,
UID_28_31_3_all-5,648.46,
UID_28_32_1_all-4,577.729,
UID_28_32_2_all-3,612.131,
UID_28_33_1_all-2,569.772,
UID_28_33_2_all-7,646.107,
UID_28_33_3_all-2,566.063,
UID_28_34_1_all-3,645.886,
UID_28_34_2_all-4,1054.07,
UID_28_34_3_all-2,600.075,
UID_28_34_4_all-15,1183.99,
UID_28_34_5_all-8,611.222,
UID_28_35_1_all-6,713.318,
UID_28_36_1_all-7,702.591,
UID_28_37_1_all-2,822.218,
UID_28_37_2_all-4,788.435,
UID_28_38_1_all-23,688.485,
UID_28_4_1_all-5,593.495,
UID_28_4_2_all-6,651.488,
UID_28_4_3_all-2,1010.34,
UID_28_4_4_all-16,633.282,
UID_28_4_5_all-16,687.394,
UID_28_4_6_all-4,577.987,
UID_28_5_1_all-5,989.687,
UID_28_5_2_all-13,958.029,
UID_28_5_3_all-10,854.74,
UID_28_5_4_all-5,973.792,
UID_28_5_5_all-11,861.871,
UID_28_5_6_all-6,1142.74,
UID_28_5_7_all-27,597.652,
UID_28_6_1_all-7,673.395,
UID_28_6_2_all-2,549.318,
UID_28_6_3_all-22,605.486,
UID_28_6_4_all-10,595.611,
UID_28_7_1_all-5,534.642,
UID_28_7_2_all-24,720.641,
UID_28_7_3_all-10,549.482,
UID_28_7_4_all-12,634.429,
UID_28_8_1_all-29,737.06,
UID_28_8_2_all-9,589.531,
UID_28_8_3_all-23,641.64,
UID_28_9_1_all-21,805.621,
UID_28_9_2_all-8,652.392,
UID_28_9_3_all-13,700.131,
UID_3_1_1_all-17,827.02,
UID_3_1_2_all-16,908.896,
UID_3_2_1_all-8,1398.75,
UID_3_3_1_all-16,806.68,
UID_3_3_2_all-9,569.886,
UID_3_4_1_all-5,1390.75,
UID_3_4_2_all,1307.19,
UID_3_4_3_all-17,765.162,
UID_3_4_4_all-5,754.31,
UID_3_4_5_all-18,767.393,
UID_3_4_6_all-9,832.511,
UID_35_1_1_all-21,673.775,
UID_35_1_2_all-26,714.877,
UID_35_1_3_all-23,1220.75,
UID_35_1_4_all-10,841.407,
UID_35_1_5_all-17,1237.11,
UID_35_1_6_all-20,696.577,
UID_35_1_7_all-18,684.073,
UID_35_10_1_all-22,672.596,
UID_35_10_2_all-30,711.164,
UID_35_10_3_all-28,1020.47,
UID_35_10_4_all-9,786.011,
UID_35_10_5_all-9,1275.54,
UID_35_10_6_all-21,696.724,
UID_35_10_7_all-23,688.445,
UID_35_11_1_all-23,1016.19,
UID_35_11_10_all-13,549.17,
UID_35_11_2_all-13,662.109,
UID_35_11_3_all-7,618.378,
UID_35_11_4_all-13,631.116,
UID_35_11_5_all-14,573.673,
UID_35_11_6_all-24,656.759,
UID_35_11_7_all-18,599.12,
UID_35_11_8_all-33,779.218,
UID_35_11_9_all-26,701.284,
UID_35_12_1_all-11,538.173,
UID_35_12_10_all-25,706.127,
UID_35_12_11_all-12,552.386,
UID_35_12_2_all-20,676.774,
UID_35_12_3_all-18,618.693,
UID_35_12_4_all-27,633.611,
UID_35_12_5_all-14,577.298,
UID_35_12_6_all-16,1127.94,
UID_35_12_7_all-19,672.506,
UID_35_12_8_all-22,603.16,
UID_35_12_9_all-26,790.777,
UID_35_13_1_all-28,810.013,
UID_35_13_2_all-22,1522.83,
UID_35_13_3_all-30,718.345,
UID_35_13_4_all-20,721.166,
UID_35_13_5_all-8,590.265,
UID_35_13_6_all-21,1095.53,
UID_35_13_7_all-30,791.617,
UID_35_13_8_all-22,803.491,
UID_35_13_9_all-21,715.08,
UID_35_14_1_all-25,700.926,
UID_35_14_10_all-8,647.25,
UID_35_14_11_all-19,885.604,
UID_35_14_12_all-16,591.934,
UID_35_14_13_all-16,615.259,
UID_35_14_14_all-8,929.657,
UID_35_14_15_all-15,575.371,
UID_35_14_16_all-15,657.714,
UID_35_14_2_all-15,1098.24,
UID_35_14_3_all-35,628.632,
UID_35_14_4_all-24,689.75,
UID_35_14_5_all-17,538.699,
UID_35_14_6_all-12,841.409,
UID_35_14_7_all-11,589.809,
UID_35_14_8_all-19,707.068,
UID_35_14_9_all-11,990.744,
UID_35_15_1_all-10,838.637,
UID_35_15_10_all-8,564.01,
UID_35_15_11_all-13,601.866,
UID_35_15_12_all-13,651.986,
UID_35_15_13_all-17,647.125,
UID_35_15_2_all-11,685.587,
UID_35_15_3_all-17,715.312,
UID_35_15_4_all-13,1348.8,
UID_35_15_5_all-12,530.278,
UID_35_15_6_all-19,858.508,
UID_35_15_7_all-16,713.806,
UID_35_15_8_all-19,1235.13,
UID_35_15_9_all-16,693.363,
UID_35_16_1_all-15,1324.38,
UID_35_16_10_all-10,1317.34,
UID_35_16_11_all-17,600.402,
UID_35_16_12_all-18,646.567,
UID_35_16_2_all-10,842.399,
UID_35_16_3_all-16,682.928,
UID_35_16_4_all-19,715.221,
UID_35_16_5_all-9,1176.54,
UID_35_16_6_all-22,1625.25,
UID_35_16_7_all-22,713.657,
UID_35_16_8_all-11,700.402,
UID_35_16_9_all-18,695.889,
UID_35_2_1_all-22,583.432,
UID_35_2_2_all-15,553.124,
UID_35_2_3_all-18,725.49,
UID_35_2_4_all-15,566.715,
UID_35_2_5_all-25,736.97,
UID_35_2_6_all-18,596.164,
UID_35_2_7_all-8,572.002,
UID_35_3_1_all-13,598.619,
UID_35_3_10_all-14,840.699,
UID_35_3_2_all-15,1147.57,
UID_35_3_3_all-12,546.008,
UID_35_3_4_all-9,579.539,
UID_35_3_5_all-17,569.545,
UID_35_3_6_all-14,654.433,
UID_35_3_7_all-16,600.742,
UID_35_3_8_all-5,640.935,
UID_35_3_9_all-16,664.357,
UID_35_4_1_all-12,535.412,
UID_35_4_2_all-26,662.843,
UID_35_4_3_all-22,703.049,
UID_35_4_4_all-26,716.058,
UID_35_4_5_all-14,690.452,
UID_35_4_6_all-15,677.722,
UID_35_5_1_all-20,628.604,
UID_35_5_2_all-22,687.032,
UID_35_5_3_all-28,1097.91,
UID_35_5_4_all-10,610.106,
UID_35_5_5_all-10,591.748,
UID_35_5_6_all-23,752.617,
UID_35_5_7_all-20,876.882,
UID_35_5_8_all-3,626.716,
UID_35_6_1_all-13,618.071,
UID_35_6_2_all-4,804.908,
UID_35_6_3_all-11,691.885,
UID_35_6_4_all-20,718.185,
UID_35_6_5_all-12,490.475,
UID_35_6_6_all-22,632.684,
UID_35_6_7_all-19,691.498,
UID_35_6_8_all-32,760.402,
UID_35_7_1_all-11,582.561,
UID_35_7_2_all-13,553.307,
UID_35_7_3_all-23,725.011,
UID_35_7_4_all-19,566.573,
UID_35_7_5_all-16,539.114,
UID_35_7_6_all-32,737.166,
UID_35_7_7_all-27,582.219,
UID_35_7_8_all-9,572.543,
UID_35_8_1_all-28,710.072,
UID_35_8_10_all-22,666.605,
UID_35_8_11_all-18,843.07,
UID_35_8_2_all-14,601.64,
UID_35_8_3_all-17,1148.81,
UID_35_8_4_all-11,545.599,
UID_35_8_5_all-21,582.597,
UID_35_8_6_all-21,569.845,
UID_35_8_7_all-15,652.545,
UID_35_8_8_all-20,604.147,
UID_35_8_9_all-9,640.212,
UID_35_9_1_all-11,533.238,
UID_35_9_10_all-26,588.345,
UID_35_9_11_all-14,544.372,
UID_35_9_12_all-17,567.651,
UID_35_9_2_all-15,557.475,
UID_35_9_3_all-19,730.58,
UID_35_9_4_all-17,102.689,
UID_35_9_5_all-20,541.257,
UID_35_9_6_all-19,530.564,
UID_35_9_7_all-14,560.506,
UID_35_9_8_all-12,550.504,
UID_35_9_9_all-9,546.91,
UID_4_1_1_all-12,731.243,
UID_4_1_2_all-18,677.515,
UID_4_1_3_all-20,783.641,
UID_4_11_1_all-21,847.31,
UID_4_11_2_all-8,610.247,
UID_4_11_3_all-7,615.017,
UID_4_12_1_all-25,708.153,
UID_4_12_2_all-17,670.212,
UID_4_13_1_all-11,629.779,
UID_4_13_2_all-30,645.205,
UID_4_13_3_all-28,755.225,
UID_4_14_1_all-33,709.733,
UID_4_14_2_all-2,1166.24,
UID_4_15_1_all-3,652.441,
UID_4_15_2_all-9,620.284,
UID_4_15_3_all-14,614.117,
UID_4_15_4_all-10,557.865,
UID_4_15_5_all-21,709.085,
UID_4_15_6_all-6,662.64,
UID_4_16_1_all-27,706.439,
UID_4_16_2_all-15,681.203,
UID_4_17_1_all-8,585.485,
UID_4_17_2_all-6,829.206,
UID_4_17_3_all-8,684.581,
UID_4_17_4_all-3,724.83,
UID_4_18_1_all-5,722.375,
UID_4_18_2_all-20,647.062,
UID_4_18_3_all-4,836.096,
UID_4_18_4_all-2,578.221,
UID_4_19_1_all-5,624.57,
UID_4_19_2_all-5,568.872,
UID_4_2_1_all-19,787.384,
UID_4_2_2_all-20,732.714,
UID_4_20_1_all-30,685.597,
UID_4_20_2_all-7,582.115,
UID_4_20_3_all-8,633.706,
UID_4_20_4_all-4,544.024,
UID_4_20_5_all-9,626.911,
UID_4_20_6_all-5,872.106,
UID_4_21_1_all-6,772.948,
UID_4_21_2_all-12,822.462,
UID_4_21_3_all-5,677.392,
UID_4_22_1_all-2,747.516,
UID_4_22_2_all-22,725.317,
UID_4_22_3_all-22,781.663,
UID_4_23_1_all-17,704.719,
UID_4_23_2_all-13,778.349,
UID_4_23_3_all-12,629.687,
UID_4_24_1_all-6,723.256,
UID_4_27_1_all-10,643.929,
UID_4_29_1_all-7,744.5,
UID_4_29_2_all-13,682.614,
UID_4_29_3_all-3,573.452,
UID_4_3_1_all-17,721.057,
UID_4_3_2_all-7,617.473,
UID_4_3_3_all-17,593.888,
UID_4_3_4_all-26,685.17,
UID_4_3_5_all-13,1393.82,
UID_4_3_6_all-42,674.131,
UID_4_30_1_all-20,749.959,
UID_4_30_2_all-7,622.492,
UID_4_31_1_all-2,688.831,
UID_4_31_2_all-9,654.047,
UID_4_31_3_all-4,587.59,
UID_4_31_4_all-16,878.188,
UID_4_31_5_all-3,675.341,
UID_4_31_6_all-25,753.103,
UID_4_31_7_all-3,532.658,
UID_4_32_1_all-4,818.327,
UID_4_32_2_all-5,825.642,
UID_4_33_1_all-2,554.386,
UID_4_33_2_all-3,741.7,
UID_4_33_3_all-10,737.658,
UID_4_33_4_all-6,806.486,
UID_4_34_1_all-2,600.145,
UID_4_35_1_all-3,733.692,
UID_4_35_2_all-2,559.596,
UID_4_35_3_all-7,596.325,
UID_4_35_4_all-7,592.276,
UID_4_36_1_all-15,677.642,
UID_4_36_2_all-7,743.359,
UID_4_36_3_all-4,647.544,
UID_4_36_4_all-26,694.753,
UID_4_36_5_all-3,658.347,
UID_4_37_1_all-4,669.212,
UID_4_37_2_all-22,739.016,
UID_4_38_1_all-14,763.437,
UID_4_38_2_all-11,720.435,
UID_4_39_1_all-2,714.865,
UID_4_39_2_all-2,664.195,
UID_4_4_1_all-5,658.289,
UID_4_4_2_all-5,832.07,
UID_4_4_3_all-16,777.613,
UID_4_4_4_all-7,631.875,
UID_4_4_5_all-2,562.006,
UID_4_4_6_all-3,662.063,
UID_4_4_7_all-7,567.841,
UID_4_4_8_all-7,644.671,
UID_4_5_1_all-8,656.651,
UID_4_5_2_all-23,774.137,
UID_4_5_3_all-20,725.118,
UID_4_6_1_all-6,622.191,
UID_4_7_1_all-26,640.141,
UID_4_8_1_all-10,649.935,
UID_4_8_2_all-14,673.587,
UID_4_8_3_all-22,746.106,
UID_4_9_1_all-11,658.185,
UID_4_9_2_all-4,537.989,
UID_4_9_3_all-11,625.656,
UID_4_9_4_all-10,686.907,
UID_4_9_5_all-2,551.913,
UID_4_9_6_all-14,659.71,
UID_4_9_7_all-7,639.168,
UID_43_1_1_all-17,1077.07,
UID_43_1_2_all-14,641.796,
UID_43_1_3_all-5,580.605,
UID_43_1_4_all-23,755.879,
UID_43_1_5_all-26,686.441,
UID_43_1_6_all-34,723.162,
UID_43_1_7_all-19,670.658,
UID_43_1_8_all-26,699.72,
UID_43_1_9_all-12,641.176,
UID_43_10_1_all-13,654.058,
UID_43_10_2_all-7,666.407,
UID_43_10_3_all-25,772.706,
UID_43_10_4_all-6,787.028,
UID_43_10_5_all-10,744.858,
UID_43_11_1_all-21,658.941,
UID_43_11_2_all-32,719.38,
UID_43_11_3_all-19,743.573,
UID_43_11_4_all-7,632.669,
UID_43_11_5_all-18,653.082,
UID_43_11_6_all-16,707.253,
UID_43_12_1_all-2,694.857,
UID_43_12_3_all-3,601.308,
UID_43_13_1_all-25,748.64,
UID_43_14_1_all-11,649.38,
UID_43_14_2_all-29,653.4,
UID_43_15_1_all-12,695.088,
UID_43_15_2_all-24,800.022,
UID_43_15_3_all-15,715.457,
UID_43_15_4_all-21,641.872,
UID_43_15_5_all-11,638.52,
UID_43_16_1_all-15,748,
UID_43_16_2_all-14,610.59,
UID_43_16_3_all-17,660.614,
UID_43_16_4_all-13,663.578,
UID_43_17_1_all-3,672.274,
UID_43_17_2_all-41,832.065,
UID_43_17_3_all-17,721.507,
UID_43_17_4_all-8,718.63,
UID_43_2_1_all-20,765.329,
UID_43_2_2_all-8,561.071,
UID_43_2_3_all-21,1261.94,
UID_43_2_4_all-20,601.808,
UID_43_2_5_all-19,624.982,
UID_43_2_6_all-14,637.007,
UID_43_3_1_all-18,637.971,
UID_43_3_2_all-14,588.976,
UID_43_3_3_all-17,617.009,
UID_43_3_4_all-21,618.501,
UID_43_4_1_all-4,549.27,
UID_43_4_2_all-7,570.753,
UID_43_4_3_all-15,628.698,
UID_43_4_4_all-9,673.126,
UID_43_4_5_all-21,580.336,
UID_43_4_6_all-8,550.117,
UID_43_4_7_all-4,499.797,
UID_43_6_1_all-21,670.668,
UID_43_6_2_all-19,675.058,
UID_43_6_3_all-9,618.875,
UID_43_6_4_all-8,640.816,
UID_43_7_1_all-23,663.443,
UID_43_7_2_all-31,781.695,
UID_43_7_3_all-21,605.933,
UID_43_7_4_all-32,1032.51,
UID_43_7_5_all-8,601.789,
UID_43_7_6_all-12,450.951,
UID_43_7_7_all-13,1073.64,
UID_43_7_8_all-4,1050.05,
UID_43_8_1_all-14,700.712,
UID_43_9_1_all-33,836.594,
UID_43_9_2_all-21,756.925,
UID_43_9_3_all-29,704.116,
UID_43_9_4_all-24,695.624,
UID_45_1_1_all-22,809.794,
UID_45_1_2_all-9,683.666,
UID_45_1_3_all-10,1465.86,
UID_45_1_4_all-30,1265.43,
UID_45_1_5_all-15,745.295,
UID_45_1_6_all-21,707.391,
UID_45_1_7_all-5,755.723,
UID_45_1_8_all-13,774.251,
UID_45_10_2_all-9,1355.69,
UID_45_10_3_all-17,723.436,
UID_45_10_4_all-11,728.283,
UID_45_10_5_all-16,824.513,
UID_45_11_1_all-15,841.168,
UID_45_11_2_all-20,718.336,
UID_45_11_3_all-17,885.873,
UID_45_11_4_all-14,827.833,
UID_45_11_5_all-9,768.559,
UID_45_12_1_all-13,782.514,
UID_45_12_2_all-20,853.288,
UID_45_12_3_all-21,1374.7,
UID_45_12_4_all-16,787.921,
UID_45_12_5_all-17,824.835,
UID_45_13_1_all-12,739.059,
UID_45_13_2_all-15,744.225,
UID_45_13_3_all-12,1628.83,
UID_45_13_4_all-17,888.623,
UID_45_13_5_all-17,732.228,
UID_45_13_6_all-15,755.923,
UID_45_14_1_all-21,837.523,
UID_45_14_2_all-12,795.027,
UID_45_14_3_all-20,828.123,
UID_45_14_4_all-15,732.202,
UID_45_14_5_all-11,971.686,
UID_45_15_1_all-9,1618.81,
UID_45_15_2_all-18,905.387,
UID_45_15_3_all-23,945.485,
UID_45_15_4_all-13,772.666,
UID_45_15_5_all-19,1369.7,
UID_45_16_1_all-22,1624.8,
UID_45_16_2_all-18,690.677,
UID_45_16_3_all-19,1280.24,
UID_45_16_4_all-14,1617.66,
UID_45_16_5_all-11,1007.88,
UID_45_17_1_all-15,1000.8,
UID_45_17_2_all-15,793.565,
UID_45_17_3_all-17,911.888,
UID_45_17_4_all-20,772.69,
UID_45_17_5_all-18,758.661,
UID_45_17_6_all-9,705.514,
UID_45_17_7_all-17,917.619,
UID_45_18_1_all-14,1381.79,
UID_45_18_2_all-22,809.154,
UID_45_18_3_all-24,763.876,
UID_45_18_4_all-11,1299.02,
UID_45_18_5_all-17,660.314,
UID_45_18_6_all-4,711.945,
UID_45_18_7_all-12,783.24,
UID_45_19_1_all-16,726.889,
UID_45_19_2_all-17,772.913,
UID_45_19_3_all-15,764.188,
UID_45_19_4_all-10,803.054,
UID_45_2_1_all-12,961.489,
UID_45_2_2_all-24,700.524,
UID_45_2_3_all-19,732.906,
UID_45_2_4_all-27,818.734,
UID_45_20_1_all-10,679.426,
UID_45_20_2_all-22,945.195,
UID_45_20_3_all-23,805.05,
UID_45_20_4_all-16,760.091,
UID_45_20_5_all-9,720.726,
UID_45_20_6_all-14,781.756,
UID_45_21_1_all-24,787.748,
UID_45_21_2_all-13,774.741,
UID_45_22_1_all-11,812.957,
UID_45_22_3_all-12,1008.94,
UID_45_22_4_all-20,686.423,
UID_45_22_5_all-8,1215.9,
UID_45_23_1_all-27,801.961,
UID_45_23_10_all-8,1058.51,
UID_45_23_11_all-11,1068.03,
UID_45_23_12_all-4,984.63,
UID_45_23_13_all-3,1005.06,
UID_45_23_14_all-14,803.721,
UID_45_23_2_all-19,726.029,
